Experiment_ID,Benchmark_ID,00_Distribution,00_Error,00_Integrity,00_SIS,01_Distribution,01_Error,01_Integrity,01_SIS,02_Distribution,02_Error,02_Integrity,02_SIS,03_Distribution,03_Error,03_Integrity,03_SIS,04_Distribution,04_Error,04_Integrity,04_SIS,05_Distribution,05_Error,05_Integrity,05_SIS,06_Distribution,06_Error,06_Integrity,06_SIS,07_Distribution,07_Error,07_Integrity,07_SIS,08_Distribution,08_Error,08_Integrity,08_SIS,09_Distribution,09_Error,09_Integrity,09_SIS,10_Distribution,10_Error,10_Integrity,10_SIS,11_Distribution,11_Error,11_Integrity,11_SIS,12_Distribution,12_Error,12_Integrity,12_SIS,13_Distribution,13_Error,13_Integrity,13_SIS,14_Distribution,14_Error,14_Integrity,14_SIS,15_Distribution,15_Error,15_Integrity,15_SIS,Error,Time,best_fuzz,best_sis,?Solved
3365,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.49,0.0,0.0,True
3366,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.81,0.0,25.0,False
3367,spider-department_management-0006.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.32,0.0,25.0,False
3368,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.39,0.0,0.0,True
3369,spider-department_management-0006.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.63,0.0,0.0,True
3370,spider_bak-shop_membership-0017.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.43,0.0,25.0,False
3371,spider_bak-shop_membership-0017.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.33,0.0,25.0,False
3372,spider_bak-shop_membership-0017.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.61,0.0,25.0,False
3373,spider_bak-shop_membership-0017.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.97,15.0,0.0,True
3374,spider_bak-shop_membership-0017.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.31,0.0,25.0,False
3375,spider_bak-shop_membership-0017.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.48,12.0,0.0,True
3376,db2csv-singer-0009_dev.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.25,0.0,25.0,False
3377,spider-restaurant_1-0015.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.54,0.0,25.0,False
3378,spider_bak-hr_1-0042.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,2.01,0.0,25.0,False
3379,db2csv-singer-0019_dev.txt,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.36,0.0,0.0,True
3380,db2csv-singer-0019_dev.txt,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.55,0.0,0.0,True
3381,db2csv-singer-0019_dev.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.58,0.0,0.0,True
3382,spider-farm-0019.txt,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,,1.54,1.0,0.0,True
3383,spider-company_office-0010.txt,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.8,1.0,0.0,True
3384,spider_bak-culture_company-0011.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.29,0.0,25.0,False
3385,spider_bak-culture_company-0011.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.72,0.0,25.0,False
3386,spider_bak-culture_company-0011.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.5,9.0,0.0,True
3387,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.16,0.0,0.0,True
3388,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.29,0.0,0.0,True
3389,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.21,0.0,0.0,True
3390,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.33,0.0,0.0,True
3391,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.34,0.0,0.0,True
3392,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,,1.24,0.0,0.0,True
3393,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.49,0.0,0.0,True
3394,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.33,0.0,0.0,True
3395,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.78,0.0,0.0,True
3396,spider_bak-decoration_competition-0014.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.47,0.0,0.0,True
3397,db2csv-pets_1-0011_dev.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.28,0.0,25.0,False
3398,db2csv-dog_kennels-0046_dev.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,1.62,0.0,25.0,False
3399,spider-manufactory_1-0014.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.3,0.0,25.0,False
3400,spider-party_host-0012.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,,1.61,0.0,0.0,True
3401,db2csv-wta_1-0014_dev.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,27.53,0.0,25.0,False
3402,spider_bak-cre_Drama_Workshop_Groups-0019.txt,50,,Length constraint vi...,25.0,50,,Foreign key violatio...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,2.84,2.0,0.0,False
3403,spider_bak-cre_Drama_Workshop_Groups-0019.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,3.61,0.0,0.0,False
3404,spider_bak-cre_Drama_Workshop_Groups-0019.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Foreign key violatio...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Foreign key violatio...,0.0,,3.31,0.0,0.0,False
3405,spider_bak-cre_Drama_Workshop_Groups-0019.txt,"25,25",,Valid,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,3.05,0.0,0.0,True
3406,spider_bak-cre_Drama_Workshop_Groups-0019.txt,"25,25",,Foreign key violatio...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Foreign key violatio...,0.0,"25,25",,Foreign key violatio...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,3.49,0.0,0.0,False
3407,spider_bak-cre_Drama_Workshop_Groups-0019.txt,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Foreign key violatio...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Foreign key violatio...,0.0,"25,25",,Foreign key violatio...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,3.12,0.0,0.0,False
3408,spider_bak-cre_Drama_Workshop_Groups-0019.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Foreign key violatio...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,5.19,0.0,0.0,False
3409,spider_bak-cre_Drama_Workshop_Groups-0019.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,3.63,1.0,0.0,False
3410,spider_bak-cre_Drama_Workshop_Groups-0019.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Foreign key violatio...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,,3.14,1.0,0.0,False
3411,spider_bak-cre_Drama_Workshop_Groups-0019.txt,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Foreign key violatio...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,,3.52,0.0,0.0,False
3412,spider_bak-manufactory_1-0021.txt,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,,1.49,0.0,0.0,True
3413,spider_bak-manufactory_1-0021.txt,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,"25,25",,Valid,0.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Valid,25.0,,1.62,7.0,0.0,True
3414,spider-products_for_hire-0018.txt,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,,2.39,0.0,25.0,False
3415,spider_bak-student_assessment-0003.txt,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,50,,Valid,25.0,50,,Valid,25.0,50,,Length constraint vi...,25.0,"25,25",,Length constraint vi...,0.0,50,,Length constraint vi...,25.0,,1.93,1.0,0.0,False
